/train/B01___04_Matthew_____TAMDIPN1DA_chunk2.wav,450572,அப்பொழுது இயேசு பிசாசினால் சோதிக்க படுவதற்கு ஆவியானவரால் வனாந்தரத்தில் கொண்டு போக பட்டார் அவர் இரவும் பகலும் 40 நாட்கள் உபவாச இருந்த பின்பு அவருக்கு பசி உண்டானது
/train/B03___01_Luke________TAMDIPN1DA_chunk33.wav,394476,அந்த நாளில் மரியாள் எழுந்து மலை நாடாகிய யூதேயாவில் உள்ள ஒரு பட்டணத்திற்கு சீக்கிரமாக போய் சகரியாவின் வீட்டுக்கு சென்று எலிசபெத்தை வாழ்த்தின
/train/B03___08_Luke________TAMDIPN1DA_chunk18.wav,216748,அந்தப்படி அவன் போய் இயேசு தனக்கு செய்தவைகளை எல்லாம் பட்டணத்தில் எங்கும் சொல்லி பிரசித்த படுத்த
/train/B03___04_Luke________TAMDIPN1DA_chunk8.wav,570220,அப்பொழுது ஏசாயா தீர்க்கதரிசியின் புத்தகம் அவரிடத்தில் கொடுக்கப்பட்டது அவர் புத்தகத்தை விரித்த போது யெகோவாவுடைய ஆவியானவர் என்மேல் இருக்கிறார் எளியவர்களுக்கு நற்செய்தியை பிரசங்கிகள் என்னை அபிஷேகம் பண்ணின
/train/B03___09_Luke________TAMDIPN1DA_chunk5.wav,502636,புறப்பட்டு போய் கிராமம் கிராமமாக சென்று நற்செய்தியை பிரசங்கித்து நோயாளிகளை குணமாக்கினார் அப்பொழுது கால் பங்கு தேசாதிபதியாகிய ஏரோது அவரால் செய்யப்பட்ட எல்லாவற்றையும் கேள்விபட்டது மட்டுமல்லாமல்
/train/B05___19_Acts________TAMDIPN1DA_chunk6.wav,284204,காலத்திலே இந்த மார்க்கத்தை குறித்து பெரிய கழகம் உண்டானது எப்படி என்றால் என்ன தெரியும் என்னும் பெயர் கொண்ட ஒரு தட்ட
/train/B02___16_Mark________TAMDIPN1DA_chunk7.wav,462924,திருடர்கள் புறப்பட்டு போய் எல்லா இடங்களிலும் பிரசங்கம் பண்ணினார்கள் கர்த்தர் அவர்கள் மூலம் கிரியை செய்து அவர்களால் நடந்த அற்புத அடையாளங்களால் வசனத்தை உறுதிபடுத்தினார் ஆமென்
/train/B01___06_Matthew_____TAMDIPN1DA_chunk12.wav,177804,அவர்கள் அதிக வார்த்தைகளினால் தங்களுடைய ஜெபம் கேட்கப்படும் என்று நினைக்கிறார்கள்
/train/B02___01_Mark________TAMDIPN1DA_chunk11.wav,199148,உடனே அவர்கள் ஜெப ஆலயத்தை விட்டு புறப்பட்டு யாக்கோபு மற்றும் யோவான்
/train/B04___19_John________TAMDIPN1DA_chunk12.wav,279660,பின்பு அந்த சீடனை பார்த்து அதோ உன் தாய் என்றார் அந்த நேரம் முதல் அந்த சீடன் அவளை தன்னிடம் ஆக ஏற்றுக் கொண்ட
/train/B05___27_Acts________TAMDIPN1DA_chunk13.wav,221132,பெரும் காற்று மழையில் நாங்கள் மிகவும் அவதிப்பட்ட படியினால் மறுநாளில் சில பொருட்களை கடலில் எறிந்தார்கள்
/train/B03___17_Luke________TAMDIPN1DA_chunk15.wav,600332,லோத்து சோதனை விட்டுப் புறப்பட்ட நாளிலே வானத்திலிருந்து அக்கினியும் கந்தகமும் பெய்து எல்லோரையும் அழித்து போட்டது மனித குமாரன் வெளிப்படும் நாளிலும் அப்படியே நடக்கும் அந்த நாளிலே வீட்டின் மேல் இருப்பவன் வீட்டில் உள்ள தன் பொருட்களை எடுத்துக் கொண்டு போக இறங்காமல் இருக்க வேண்டும்
/train/B02___08_Mark________TAMDIPN1DA_chunk7.wav,389580,சாப்பிட்டவர்கள் ஏறக்குறைய 4000 பெயராக இருந்தார்கள் பின்பு அவர் அவர்களை அனுப்பி விட்டார் உடனே அவர் தம்முடைய சீடர்களோடு படகில் ஏறி தன்
/train/B05___21_Acts________TAMDIPN1DA_chunk18.wav,235788,வித்தாலியன்
/train/B03___06_Luke________TAMDIPN1DA_chunk17.wav,461676,பின்பு அவர் அவர்களுடன் இறங்கி சமமான ஒரு இடத்திலே நின்றார் அங்கே அவருடைய சீடர்கள் அனைவரும் அவருடைய உபதேசத்தை கேட்பதற்காகவும் தங்களுடைய வியாதிகளிலிருந்து குணமாக்க படுவதற்காக
/train/B03___10_Luke________TAMDIPN1DA_chunk2.wav,340332,இவைகளுக்கு பின்பு கர்த்தர் வேறு 70 பேரை நியமித்து தான் போகும் எல்லா பட்டணங்களும் இடங்களுக்கும் அவர்களை தமக்கு முன்பாக இரண்டு இரண்டு பேராக அனுப்ப
/train/B03___17_Luke________TAMDIPN1DA_chunk2.wav,285484,பின்பு இயேசு தம்முடைய சீடர்களை நோக்கி இடர்கள் வராமல் இருக்க முடியாது ஆனாலும் அவைகள் எவனால் வருகிறதோ அவனுக்கு ஐயோ
/train/B03___15_Luke________TAMDIPN1DA_chunk19.wav,233708,கீத வாக்கியத்தையும் நடன களிப்பையும் கேட்டு வேலைக்காரர்கள் ஒருவனை அழைத்து இது என்ன என்று விசாரித்தான்
/train/B03___07_Luke________TAMDIPN1DA_chunk11.wav,525708,என்று கேட்கும்படி யோவான் ஞானம் எங்களை உம்மிடம் அனுப்பினார் என்றார்கள் அந்த நேரத்திலே நோய்களையும் கொடிய வியாதிகளையும் பொல்லாத ஆவிகளையும் கொண்டிருந்த அநேகரை அவர் குணமாக்கி அநேக குருடர்களுக்கு பார்வை அளித்த
/train/B04___04_John________TAMDIPN1DA_chunk7.wav,295916,யூதர்கள் சமாரிய உடனே எந்தத் தொடர்பும் வைக்காதவர்கள் ஆனபடியால் சமாரியப் பெண் அவரைப் பார்த்து நீர் யூதனாக இருக்க
/train/B01___20_Matthew_____TAMDIPN1DA_chunk2.wav,361708,பரலோக ராஜ்ஜியம் வீட்டு எஜமான் ஆகிய ஒரு மனிதனுக்கு ஒப்பாக இருக்கிறது அவன் தன் திராட்சை தோட்டத்திற்கு வேலை ஆட்களை அமர்த்த அதிகாலையிலே புறப்பட்டான்
/train/B06___01_Romans______TAMDIPN1DA_chunk35.wav,218924,தவறான காரியங்களை செய்வதற்காக தேவன் அவர்களை கேடான சிந்தைக்கு ஒப்புக் கொடுத்த
/train/B05___21_Acts________TAMDIPN1DA_chunk33.wav,192364,கையை அசைத்தான் மிகுந்த அமைதி உண்டானது அப்பொழுது அவன் எபிரேய மொழியில் பேசத் தொடங்கின
/train/B02___05_Mark________TAMDIPN1DA_chunk3.wav,163596,அவர் படகிலிருந்து இறங்கின உடனே அசுத்த ஆவி உள்ள ஒரு மனிதன்
/train/B03___09_Luke________TAMDIPN1DA_chunk8.wav,465420,அப்போஸ்தலர்கள் திரும்பி வந்து தாங்கள் செய்த எல்லாவற்றையும் அவருக்கு விளக்கிச் சொன்னார்கள் அப்பொழுது அவர் அவர்களைக் கூட்டிக்கொண்டு தனிமையாக இருக்கும்படி பெத்சாயிதா என்னும் பட்டணத்தின் வனாந்திர ஒரு இடத்திற்கு போன
/train/B06___01_Romans______TAMDIPN1DA_chunk22.wav,391980,விசுவாசத்தினாலே நீதிமான் பிழைப்பான் என்று எழுதியிருக்கிறபடி விசுவாசத்தினால் உண்டாகும் தேவ நீதி விசுவாசத்திற்கு என்று அந்த நற்செய்தி நாள் வெளிப்படுத்தப்படுகிறது
/train/B05___13_Acts________TAMDIPN1DA_chunk18.wav,472364,தாவீதை அவர்களுக்கு ராஜாவாக ஏற்படுத்தினார் ஈசாயின் மகனாகிய தாவீதை என் மனத்திற்கு பிடித்தவனாக பார்த்தேன் எனக்கு விருப்பமானவை எல்லாம் அவன் செய்வான் என்று அவனைக் குறித்து சாட்சியம் சொன்ன
/train/B06___02_Romans______TAMDIPN1DA_chunk2.wav,340364,ஆகவே மற்றவர்களை குற்றவாளியாக தீர்ப்பவனே நீ யாராலும் சரி சாக்கு போக்கு சொல்ல முடியாது நீ குற்றமாக தீர்க்கிற வகைகள் எவை
/train/B03___08_Luke________TAMDIPN1DA_chunk10.wav,276844,பின்பு ஒரு நாள் அவர் தமது சீடர்களோடு படகில் ஏறி கடலின் அக்கரைக்கு போவோம் வாருங்கள் என்றார் அப்படியே புறப்பட்டு போனார்கள்
/train/B04___18_John________TAMDIPN1DA_chunk3.wav,379564,அப்பொழுது சீமோன் பேதுரு தன்னிடத்தில் இருந்த வாளை உருவி பிரதான ஆசாரியனுடைய வேலைக்காரன் வலது காதை வெட்டினான் அந்த வேலைக்காரனுக்கு மல்கு என்று பெயர்
/train/B05___07_Acts________TAMDIPN1DA_chunk10.wav,490092,இவைகளை அவர்கள் கேட்ட பொழுது மிகுந்த கோபமடைந்து அவனைப் பார்த்து பல்லை கடித்தார்கள் அவன் பரிசுத்த ஆவியானவரால் நிறைந்தவனாக வானத்தை அண்ணாந்து பார்த்து தேவனுடைய மகிமையையும் தேவனுடைய வலது பக்கத்தில்
/train/B05___21_Acts________TAMDIPN1DA_chunk20.wav,405932,நாங்கள் பல நாட்கள் அங்கு தங்கி இருக்கும்போது அகபு என்ற பெயர் உள்ள ஒரு தீர்க்கதரிசி யூதேயாவில் இருந்து வந்தான் அவன் எங்களிடம் வந்து பவுலின் உடைய இடுப்பில் கட்டி இருந்த கச்சையை உரு
/train/B04___21_John________TAMDIPN1DA_chunk6.wav,466636,அப்பொழுது இயேசு வந்து அப்பத்தையும் மீனையும் எடுத்து அவர்களுக்கு கொடுத்தார் இயேசு மரித்தோரிலிருந்து உயிரோடு எழுந்த பின்பு மூன்றாவது முறையாக தம்முடைய சீடர்களுக்கு இவ்வாறு வெளிப்படுத்தினார்
/train/B03___20_Luke________TAMDIPN1DA_chunk10.wav,626956,உயிர்த்தெழுதல் இல்லை என்று சாதிக்கிற சதுசேயர்கள் சிலர் அவரிடத்தில் வந்து போதகரே ஒருவன் மனைவியை உடையவனாக இருந்து சந்ததி இல்லாமல் மரித்துப் போனால் அவனுடைய சகோதரன் அவன் மனைவியை திருமணம் செய்து தன் சகோதரனுக்கு சந்ததி உண்டாக்க வேண்டும் என்று மோசே எங்களுக்கு எழுதி வைத்திருக்கிறாரே
/train/B05___08_Acts________TAMDIPN1DA_chunk14.wav,279724,அப்பொழுது பிலிப்பு பேசத் தொடங்கி இந்த வேத வாக்கியத்தை அடிப்படையாக வைத்து இயேசுவைக் குறித்து அவனுக்கு போதித்தான்
/train/B01___23_Matthew_____TAMDIPN1DA_chunk12.wav,339532,கர்த்தருடைய நாமத்தினாலே வருகிறவர் போற்றப்பட்டவர் என்று நீங்கள் சொல்லும் வரை இது முதல் என்னை காணாமல் இருப்பீர்கள் என்று உங்களுக்குச் சொல்லுகிறேன் என்ற
/train/B05___08_Acts________TAMDIPN1DA_chunk12.wav,331308,மந்திரி பிலிப்பை நோக்கி தீர்க்கதரிசி யாரைக் குறித்து இதை சொல்லுகிறார் நம்மை குறித்து வேறு ஒருவரை குறித்து எனக்கு சொல்ல வேண்டும் என்று கேட்டுக் கொண்டான்
/train/B02___05_Mark________TAMDIPN1DA_chunk5.wav,273452,அவன் பலமுறை விலங்குகளாலும் சங்கிலி களினாலும் கட்டப்பட்டும் சங்கிலிகளை தகர்த்து விலங்குகளை உடைத்து போடுவான்
/train/B01___28_Matthew_____TAMDIPN1DA_chunk8.wav,313132,11 சீடர்களும் கலிலேயாவில் இயேசு தங்களுக்கு குறித்திருந்த மலைக்குப் போனார்கள் அங்கே அவர்கள் அவரைப் பார்த்து பணிந்து கொண்டார்கள்
/train/B04___13_John________TAMDIPN1DA_chunk8.wav,496556,இயேசு அவனுக்கு மறுமொழியாக எனக்காக உன் ஜீவனைக் கொடுப்பாயாக சேவல் கூவுகிறது முன்பே நீ என்னை மூன்று முறை மறுதலிப்பாய் என்று உண்மையாகவே உண்மையாகவே உனக்குச் சொல்லுகிறேன் என்றார்
/train/B04___09_John________TAMDIPN1DA_chunk10.wav,350316,பெற்றோர் மறுமொழியாக இவன் எங்களுடைய மகன்தான் என்றும் குருடனாக பிறந்தான் என்றும் எங்களுக்கு தெரியும் இப்பொழுது இவன் பார்வை அடைந்தது எப்படி என்று எங்களுக்கு தெரியாது
/train/B05___03_Acts________TAMDIPN1DA_chunk3.wav,486860,ஆலயத்திற்குள் வருகிற இடத்தில் பிச்சை கேட்கும்படி அணு தினமும் அவனை அலங்கார வாசல் எனப்பட்ட தேவாலய வாசல் அருகில் வைப்பார்கள் அவன் ஆலயத்திற்குள் பிரவேசிக்கிறார் யோவானையும் பார்த்து பிச்சை கேட்டான்
/train/B01___27_Matthew_____TAMDIPN1DA_chunk5.wav,436908,இயேசு தேசாதிபதி முன்பாக நின்றார் தேசாதிபதி அவரைப் பார்த்து நீ யூதர்களுடைய ராஜாவா என்று கேட்டான் அதற்கு இயேசு நீர் சொல்லுகிறபடி தான் என்றார் பிரதான ஆசாரியர்களும் மூப்பர்களும்
/train/B06___01_Romans______TAMDIPN1DA_chunk10.wav,462540,சரீரத்தின் படி தாவீதின் வம்சத்தில் பிறந்தவரும் பரிசுத்த ஆவியின் படி தேவனுடைய குமாரர் என்று மரித்தோரிலிருந்து உயிரோடு எழுந்ததால் பலமாக நிரூபிக்கப்பட்ட தேவகுமாரன் ஆக இருக்கிறார்
/train/B03___24_Luke________TAMDIPN1DA_chunk13.wav,582188,அவர்களை ஆசிர்வதிக்கும் பொழுது அவர்களை விட்டுப் பிரிந்து பரலோகத்துக்கு எடுத்துக்கொள்ளப்பட்டார் அவர்கள் அவரைப் பணிந்து கொண்டு மிகுந்த சந்தோஷத்தோடு எருசலேமுக்கு திரும்பி வந்து நாள்தோறும் தேவாலயத்தில் தேவனை புகழ்ந்து ஆராதித்து கொண்டிருந்தார்கள் ஆமென்
/train/B05___14_Acts________TAMDIPN1DA_chunk15.wav,318508,சீடர்கள் அவனைச் சூழ்ந்து நிற்கும் போது அவன் எழுந்து பட்டணத்திற்கு உள்ளே போனான் மறுநாளில் பர்னபா உடனே கூட தர்ப்பைக் புறப்பட்டுப் போன
/train/B02___08_Mark________TAMDIPN1DA_chunk14.wav,190348,அவன் பார்த்து மனிதர்களை நடக்கிற மரங்களைப் போல பார்க்கிறேன் என்ற
/train/B01___13_Matthew_____TAMDIPN1DA_chunk17.wav,372972,இயேசு இந்த உவமைகளை சொல்லி முடித்த பின்பு அந்த இடத்தை விட்டு தாம் வளர்ந்த ஊருக்கு வந்து அவர்களுடைய ஜெப ஆலயத்திலே அவர்களுக்கு உபதேசம் செய்த
/train/B03___22_Luke________TAMDIPN1DA_chunk7.wav,442668,பஸ்கா ஆட்டை பலியிட வேண்டிய புளிப்பில்லாத அப்ப பண்டிகை நாள் வந்தது அப்பொழுது அவர் பேதுருவையும் யோவானையும் அழைத்து நாம் பஸ்காவை புசிப்பதற்கு நீங்கள் போய் அதை நமக்கு ஆயத்தம் செய்யுங்கள் என்ற
/train/B03___23_Luke________TAMDIPN1DA_chunk12.wav,530828,சூரியன் இருள் அடைந்தது தேவாலயத்தின் திரைச்சீலை நடுவில் இரண்டாகக் கிழிந்தது இயேசு பிதாவே உம்முடைய கைகளில் என் ஆவியை ஒப்புவிக்கிறேன் என்று மிகுந்த சத்தமிட்டுக் கூப்பிட்டு சொன்னார் இப்படி சொல்லி ஜீவனை விட்டார்
/train/B03___04_Luke________TAMDIPN1DA_chunk7.wav,581260,அவர்களுடைய ஜெப ஆலயங்களில் அவர் உபதேசித்து எல்லோராலும் புகழப்பட்டார் ஒரு நாள் இயேசு தாம் வளர்ந்த ஊராக வந்து தம்முடைய வழக்கத்தின் படியே ஓய்வு நாளில் ஜெப ஆலயத்திற்கு சென்று வேதத்தை வாசிக்க எழுந்து நின்றார்
/train/B04___01_John________TAMDIPN1DA_chunk4.wav,178380,ஆவே அவர் என்னை விட மேன்மை உள்ளவர் என்று நான் சொல்லியிருந்தேன்
/train/B03___17_Luke________TAMDIPN1DA_chunk13.wav,178284,எல்லோரையும் அழித்து போட்டது லோத்தின் உடைய நாட்களில் நடந்தது போலவும் நடக்கும்
/train/B02___08_Mark________TAMDIPN1DA_chunk4.wav,356780,அதற்கு அவருடைய சீடர்கள் இந்த வனாந்தரத்திலே ஒருவன் எங்கே இருந்து அப்பங்களை கொண்டு வந்து எத்தனை மக்களுக்கு கொடுத்து திருப்தி ஆக்க முடியும் என்றார்கள்
/train/B05___27_Acts________TAMDIPN1DA_chunk6.wav,508364,தெளிசியாசா பட்டணத்து கப்பலை 100 பேருக்கு தலைவன் அங்கே பார்த்து எங்களை அதில் ஏற்றின
/train/B06___02_Romans______TAMDIPN1DA_chunk11.wav,363884,சத்தியத்தையும் காட்டிய சட்ட உடையவனாகவும் நினைக்கிறாயே இப்படி இருக்க மற்றவர்களுக்கு போதிக்கிற நீர் உனக்கு நீயே போதிக்காமல் இருக்கலாமா
/train/B03___06_Luke________TAMDIPN1DA_chunk23.wav,201996,அதிகமாக இருக்கும் அவர்களுடைய முற்பிதாக்கள் தீர்க்கதரிசிகளுக்கு அப்படித்தான் செய்தார்கள்
/train/B23___01_1John_______TAMDIPN1DA_chunk17.wav,207436,அவருடைய குமாரனாகிய இயேசு கிறிஸ்துவின் இரத்தம் எல்லா பாவங்களையும் நீக்கி நம்மை சுத்திகரிக்கும்
/train/B04___01_John________TAMDIPN1DA_chunk8.wav,288620,எருசலேமிலிருந்து யூதர்கள் ஆசாரியர்களும் லேவியர் களையும் யோவான் இடத்தில் அனுப்பி நீர் யார் என்று கேட்டபொழுது
/train/B03___06_Luke________TAMDIPN1DA_chunk37.wav,322028,நல்ல மரமானது கெட்ட கனியை கொடுக்காது கெட்ட மரமானது நல்ல கனியை கொடுக்காது ஒவ்வொரு மரமும் அதன் கனியால் அறியப்படும்
/train/B04___21_John________TAMDIPN1DA_chunk8.wav,409932,அவர்கள் சாப்பிட்ட பின்பு இயேசு சீமோன் பேதுருவைப் பார்த்து யோனாவின் மகனாகிய சீமோனே இவர்களை விட நீ அதிகமாக என்மேல் அன்பாக இருக்கிறாயா என்ற
/train/B05___02_Acts________TAMDIPN1DA_chunk9.wav,362572,எல்லோரும் பிரமித்து சந்தேகப்பட்டு இது என்னவாய் முடியுமோ என்று ஒருவரோடு ஒருவர் சொல்லிக் கொண்டார்கள் மற்றவர்களோ இவர்கள் மதுபானம் அறிந்து இருக்கிறார்கள் என்று கேலி செய்தார்கள்
/train/B04___03_John________TAMDIPN1DA_chunk5.wav,432044,ஒளியானது உலகத்தில் வந்திருந்தும் மனிதர்களுடைய செயல்கள் தீமையாக இருந்தபடியினால் அவர்கள் ஒளியை விட இருளை விரும்புவதே அந்த தண்டனை தீர்ப்புக்கு காரணமாக இருக்கிறது
/train/B01___07_Matthew_____TAMDIPN1DA_chunk4.wav,420812,பரிசுத்தமான நாய்களுக்கு கொடுக்காதீர்கள் உங்களுடைய முத்துக்களையும் பன்றிகள் முன் போடாதீர்கள் போட்டால் தங்களுடைய கால்களால் அவைகளை மிதித்து திரும்பிக் கொண்டு உங்களை பிரித்து போட
/train/B04___09_John________TAMDIPN1DA_chunk13.wav,477676,அவர் தேவனிடத்திலிருந்து வராமல் இருந்தால் ஒன்றும் செய்ய மாட்டாரே என்றான் அவர்கள் அவனுக்கு மறுமொழியாக முழுவதும் பாவத்தில் பிறந்த நீ எங்களுக்கு போதிக்கிற என்று சொல்லி அவனை வெளியே தள்ளி விட்டார்கள்
/train/B03___11_Luke________TAMDIPN1DA_chunk13.wav,587660,மக்கள் கூட்டமாக கூடி வந்திருக்கிற பொழுது அவர் இந்த வம்சத்தார் பொல்லாதவர்கள் இருக்கிறார்கள் அடையாளத்தைத் தேடுகிறார்கள் ஆனாலும் யோனா தீர்க்கதரிசியின் அடையாளம் தவிர வேறு எந்த அடையாளமும் இவர்களுக்கு கொடுக்கப்படுவது இல்லை யோனா நிலவே பட்டணத்தை அவர்களுக்கு
/train/B01___06_Matthew_____TAMDIPN1DA_chunk5.wav,205900,அப்பொழுது மறைவிடத்தில் பார்க்கிற உன் பிதா தாமே உனக்கு வெளி அரங்கமாக பலன் அளி
/train/B05___19_Acts________TAMDIPN1DA_chunk7.wav,603052,தியானத்தின் கோயிலைப் போல வெள்ளியினால் சிறிய கோவில்களை செய்து தொழிலாளிகளுக்கு மிகுந்த ஆதாயம் வருவித்துக் கொண்டிருந்தான் இவர்களையும் இப்படிப்பட்ட தொழில் செய்கிற மற்ற வேலை ஆட்களையும் அவன் கூடி வரச் செய்து மக்களே இந்த தொழிலினால் நமக்கு நல்ல பிழைப்பு உண்டாயிருக்கிறது என்று அறிவீர்கள்
/train/B03___05_Luke________TAMDIPN1DA_chunk22.wav,534796,மணவாளன் தங்களோடு இருக்கும்போது மணவாளன் உடைய தோழர்களை நீங்கள் உபவாசிக்க சொல்ல முடியுமா மணவாளன் அவர்களை விட்டுப் போகும் நாட்கள் வரும் அந்த நாட்களிலே உபவாசித்து ஒரு உவமையையும் சொன்ன
